OBJECTID,Tract_1,CIscore,HazScore,HealthScor,SVscore,CCVscore,Shape__Are,Shape__Len
1167,6037272201,10,2,4,2,2,378411.613281250000000,2466.068383070879918
1168,6037271902,8,1,4,2,1,1350393.515625000000000,4690.659404663790156
1169,6037271901,11,3,4,3,1,955363.328125000000000,3937.008816147660127
1170,6037269905,14,5,4,2,3,345905.539062500000000,3035.589821319879775
1171,6037269904,11,5,4,1,1,485692.597656250000000,3318.752414309689811
1172,6037141304,12,4,3,1,4,1041754.074218750000000,5210.213474018590205
1173,6037141303,11,1,3,2,5,384046.937500000000000,2604.454566404369871
1174,6037141202,10,4,3,1,2,1022696.042968750000000,4642.275968395570089
1175,6037141201,13,4,4,1,4,1028049.757812500000000,4464.111229617739809
1176,6037141102,11,2,4,1,4,1139943.121093750000000,5645.793345306159608
1177,6037139402,7,2,2,2,1,3576446.003906250000000,10513.723040727600164
1178,6037139001,9,2,3,2,2,1817776.000000000000000,6532.372192996550439
1179,6037137104,9,1,5,1,2,3757417.109375000000000,8612.901354890920629
1180,6037134904,10,1,3,3,3,1533268.121093750000000,5778.690277264219731
1181,6037702300,8,3,3,1,1,3805407.238281250000000,7782.698637780959871
1182,6037139600,7,2,2,1,2,3630772.687500000000000,7649.367832467320113
1183,6037702201,9,4,3,1,1,1754480.769531250000000,5586.627795255980345
1184,6037702202,8,3,3,1,1,1477168.558593750000000,5090.543841489539773
1185,6037701802,13,5,4,2,2,1815941.750000000000000,5613.913116916910440
1186,6037224200,19,5,5,5,4,543012.406250000000000,3173.014723202899859
1187,6037221210,18,5,4,5,4,520503.503906250000000,3098.569224151970047
1188,6037530700,19,5,5,5,4,1548592.417968750000000,6566.774351069309887
1189,6037482702,12,1,4,3,4,1039151.304687500000000,5128.813950004119761
1190,6037137501,6,1,2,1,2,3681516.808593750000000,8913.517770550970454
1191,6037530102,15,2,5,3,5,1927020.257812500000000,5848.202294095040088
1192,6037137402,9,2,2,2,3,4507912.421875000000000,11423.498958020700229
1193,6037432201,14,2,4,4,4,1690082.562500000000000,5719.349008499530100
1194,6037481300,12,3,4,3,2,1309060.402343750000000,5185.428088740050043
1195,6037404600,12,2,3,3,4,36400166.710937500000000,48605.340494600699458
1196,6037540300,17,5,5,5,2,2220177.199218750000000,8063.507638800670065
1197,6037540203,18,5,4,5,4,1312946.000000000000000,4819.069477410539548
1198,6037541002,13,4,5,2,2,4994424.800781250000000,9494.944756661880092
1199,6037104610,13,5,1,5,2,867424.664062500000000,4283.790496634500414
1200,6037106111,5,1,1,2,1,5613570.726562500000000,13031.284190554399174
1201,6037111201,8,3,1,2,2,2796241.300781250000000,9280.617830771190711
1202,6037109800,9,2,2,2,3,2054429.898437500000000,6115.915843336590115
1203,6037111100,6,2,1,2,1,1554489.421875000000000,5004.606722298000022
1204,6037600911,12,3,4,3,2,996540.335937500000000,4188.204985558700173
1205,6037601202,12,2,5,4,1,953801.171875000000000,3928.427076774729812
1206,6037600802,10,2,4,2,2,2841813.769531250000000,7475.606812070530395
1207,6037601301,11,3,4,2,2,900392.480468750000000,4070.952225214330156
1208,6037601001,16,4,4,4,4,1281707.859375000000000,5236.066788258630368
1209,6037601302,14,4,4,4,2,1780177.863281250000000,7206.879231387470099
1210,6037600704,11,1,5,3,2,1360081.609375000000000,4749.001907527300318
1211,6037600912,11,3,3,4,1,1583452.242187500000000,5707.164543041450088
1212,6037201401,14,4,3,4,3,1906617.417968750000000,5625.220477724549710
1213,6037238320,17,3,5,5,4,686189.007812500000000,3557.510939574659915
1214,6037301100,12,2,3,2,5,1959457.378906250000000,6775.934403786650364
1215,6037301400,6,1,2,1,2,2331520.031250000000000,7033.824242320570193
1216,6037301502,11,2,2,3,4,982835.019531250000000,5566.608812258749822
1217,6037301501,7,1,2,2,2,873037.328125000000000,5165.104216427480424
1218,6037301204,15,3,3,4,5,593873.679687500000000,3198.454226356389881
1219,6037301702,19,5,5,4,5,1189507.406250000000000,4465.700548584490207
1220,6037301701,16,4,4,3,5,1376114.921875000000000,5709.723390854030185
1221,6037301602,14,5,4,3,2,1483749.578125000000000,5749.323456272720250
1222,6037301900,16,4,4,3,5,1620272.171875000000000,6243.153012958950058
1223,6037534501,13,3,4,4,2,981011.312500000000000,4076.229576140519839
1224,6037204920,19,5,5,5,4,1320877.890625000000000,4708.448416742359768
1225,6037206050,20,5,5,5,5,2539768.820312500000000,9381.517132780729298
1226,6037543601,9,3,2,3,1,940514.542968750000000,4000.851583950369786
1227,6037532900,16,3,4,5,4,1116520.062500000000000,4390.446874194780321
1228,6037533103,19,4,5,5,5,505721.265625000000000,2924.520777953960078
1229,6037535102,17,4,4,5,4,862162.058593750000000,4584.615038295430168
1230,6037535200,14,3,4,5,2,1266910.828125000000000,6588.260360244399635
1231,6037535400,16,4,5,5,2,1398547.105468750000000,8282.174808315579867
1232,6037430501,5,1,1,1,2,6928619.925781250000000,12157.137805767899408
1233,6037430200,6,1,1,1,3,7532012.609375000000000,13385.789426620900485
1234,6037431600,11,3,2,2,4,3015494.070312500000000,8188.214351908430217
1235,6037463102,8,2,1,2,3,3726203.343750000000000,12910.308382227400216
1236,6037431900,11,2,3,3,3,1564721.367187500000000,5441.306395245899694
1237,6037432000,13,2,4,3,4,3257932.171875000000000,9186.251105922710849
1238,6037401312,10,1,3,2,4,4106626.289062500000000,8953.798051504560135
1239,6037407900,10,1,4,3,2,2193921.902343750000000,6452.048450835570293
1240,6037403401,9,2,3,2,2,3325472.851562500000000,11589.276510838999457
1241,6037403406,11,2,4,3,2,1841505.675781250000000,5827.087259666330283
1242,6037403405,6,1,3,1,1,5108864.468750000000000,12806.110200205599540
1243,6037403403,9,2,4,2,1,5464090.210937500000000,15495.669700171800287
1244,6037189800,13,4,5,1,3,1064614.660156250000000,4658.311161036430349
1245,6037554201,11,4,2,3,2,1409753.578125000000000,4847.608163318200241
1246,6037554404,17,5,4,4,4,1226972.972656250000000,4470.524734385800002
1247,6037106603,5,1,1,2,1,22484752.417968798428774,22624.960006855799293
1248,6037554403,19,5,5,4,5,1235027.257812500000000,4484.549900440340025
1249,6037554519,8,1,1,2,4,2532755.503906250000000,7199.121689075610448
1250,6037554511,8,3,2,1,2,3451629.910156250000000,7339.155020854020222
1251,6037554518,8,2,2,2,2,2611956.378906250000000,7810.640805611579708
1252,6037554513,7,1,1,2,3,823642.152343750000000,3850.007952704700074
1253,6037554522,11,3,3,2,3,3184197.832031250000000,7641.802632591079600
1254,6037208903,18,3,5,5,5,232650.867187500000000,2594.575484988160042
1255,6037209102,20,5,5,5,5,443516.742187500000000,3077.468063227910079
1256,6037209300,20,5,5,5,5,447287.964843750000000,2919.094357414259775
1257,6037208904,19,4,5,5,5,163850.070312500000000,1681.211941384460033
1258,6037209401,20,5,5,5,5,315433.371093750000000,2346.747970308109871
1259,6037209200,19,5,5,4,5,595592.082031250000000,3220.126315495810104
1260,6037209403,20,5,5,5,5,201840.812500000000000,1798.540393724430032
1261,6037209510,20,5,5,5,5,266075.476562500000000,2139.580715775709905
1262,6037209520,20,5,5,5,5,339132.152343750000000,2381.337684135799918
1263,6037209810,20,5,5,5,5,218938.078125000000000,1995.048956335459934
1264,6037209820,19,5,5,5,4,261489.183593750000000,2095.734620804859787
1265,6037210010,20,5,5,5,5,600200.347656250000000,3278.731966939849826
1266,6037211000,8,3,3,1,1,3886448.984375000000000,9264.457701784260280
1267,6037211410,17,4,4,4,5,395737.812500000000000,2766.191340609870167
1268,6037211320,19,5,5,4,5,272047.109375000000000,2089.205795096790098
1269,6037211310,20,5,5,5,5,210117.753906250000000,1840.685212997829922
1270,6037211420,16,3,4,4,5,556745.308593750000000,3094.367236830530146
1271,6037211802,16,2,5,4,5,475289.601562500000000,2922.301673987580216
1272,6037211701,11,2,4,2,3,947621.714843750000000,3876.196498160029932
1273,6037211910,19,4,5,5,5,201546.824218750000000,1802.024600627029940
1274,6037296500,11,4,2,3,2,1316719.167968750000000,5082.961526944999605
1275,6037297110,17,5,3,4,5,706615.457031250000000,3362.616392790149803
1276,6037297400,5,1,1,1,2,3257373.187500000000000,7917.501307854940023
1277,6037297500,5,2,1,1,1,3222512.039062500000000,7480.645422639619937
1278,6037300200,6,1,1,1,3,2768832.109375000000000,7984.334526445280062
1279,6037609900,8,1,1,3,3,774731.914062500000000,5153.281405274849931
1280,6037296220,17,5,3,4,5,773683.632812500000000,3516.082045469439890
1281,6037670413,4,1,1,1,1,3164868.382812500000000,7671.006620372349971
1282,6037269903,15,5,4,2,4,412340.796875000000000,2838.015620173609932
1283,6037269602,12,5,4,2,1,423927.582031250000000,2698.722128794429864
1284,6037269601,15,5,4,4,2,484849.753906250000000,2779.623486193620010
1285,6037267902,8,3,3,1,1,1135297.664062500000000,4736.603950832510236
1286,6037910209,7,1,1,2,3,4334321.781250000000000,10738.788230314599787
1287,6037910208,9,1,2,3,3,4885711.859375000000000,9895.273342813750787
1288,6037910207,6,1,1,2,2,6560164.375000000000000,12323.667596966299243
1289,6037910101,12,1,2,5,4,90854955.753906294703484,51326.458784686903527
1290,6037901210,8,1,1,2,4,34189183.023437500000000,37078.949595371399482
1291,6037901008,10,2,1,3,4,3984268.679687500000000,7984.860699124399616
1292,6037900508,10,1,2,3,4,5907637.519531250000000,9931.317888995730755
1293,6037800331,8,4,1,2,1,2790658.585937500000000,8605.872783047709163
1294,6037134424,4,1,1,1,1,5438718.800781250000000,10055.489993922699796
1295,6037134423,7,1,1,1,4,2295921.226562500000000,6788.952372390689561
1296,6037134002,14,5,2,4,3,1102680.023437500000000,5030.121996557460079
1297,6037134001,14,5,2,4,3,854139.398437500000000,4485.733280305170410
1298,6037132502,10,2,1,3,4,918103.968750000000000,4042.928191749900179
1299,6037132501,10,2,1,3,4,1028347.539062500000000,4061.115647043080116
1300,6037132102,10,3,2,3,2,2007224.253906250000000,6969.364699018199644
1301,6037132101,10,1,4,3,2,1187612.375000000000000,4384.960020618829731
1302,6037132002,10,2,3,3,2,2344562.093750000000000,7765.327927373529747
1303,6037132001,7,2,1,2,2,1416607.519531250000000,4863.953681957599656
1304,6037131702,9,2,1,3,3,1054336.183593750000000,4119.184279237690134
1305,6037128802,11,2,2,2,5,1417877.250000000000000,4870.285476841550008
1306,6037128602,11,4,2,1,4,1661136.230468750000000,5362.004565369010379
1307,6037530802,13,2,5,3,3,825075.593750000000000,5328.098187061190401
1308,6037530601,14,3,5,4,2,833116.980468750000000,4863.020928819770234
1309,6037530602,16,4,5,4,3,962654.230468750000000,5289.246598107310092
1310,6037574500,8,2,2,1,3,3819931.835937500000000,9298.908672910609312
1311,6037574901,6,1,2,1,2,1946767.226562500000000,6228.208913046700218
1312,6037577100,9,1,2,1,5,1762657.410156250000000,5331.593428646760003
1313,6037575002,11,2,3,2,4,1399430.074218750000000,5409.475746755079854
1314,6037572201,14,2,4,3,5,2251948.949218750000000,6680.500363398739864
1315,6037481901,16,5,5,2,4,2667560.128906250000000,7261.225621498830151
1316,6037481401,12,1,3,4,4,1762326.308593750000000,6000.866662769890354
1317,6037482304,14,2,3,5,4,911755.925781250000000,4735.504426919270372
1318,6037482402,14,4,4,4,2,5070799.519531250000000,13572.168913826499193
1319,6037482503,12,2,3,5,2,1074045.500000000000000,4168.406479996179769
1320,6037134421,4,1,1,1,1,3135311.640625000000000,7103.095693929370100
1321,6037530101,19,4,5,5,5,1479622.906250000000000,5165.166597886480304
1322,6037294820,15,3,3,5,4,556525.179687500000000,3012.530210590080060
1323,6037111204,5,2,1,1,1,4855559.894531250000000,9560.535448897100650
1324,6037113212,8,4,1,1,2,1462857.707031250000000,5213.710348626579616
1325,6037113234,12,3,1,4,4,1499384.816406250000000,6195.919486029009931
1326,6037113211,9,3,1,2,3,10703209.949218800291419,13936.316499553999165
1327,6037113232,4,1,1,1,1,3033838.804687500000000,8697.625583101829761
1328,6037113321,13,5,1,3,4,1538378.582031250000000,5041.057594682130002
1329,6037113231,5,1,1,1,2,6081696.308593750000000,15743.611430464899968
1330,6037113301,6,1,1,2,2,3332203.324218750000000,8369.641159623810381
1331,6037113303,8,3,1,2,2,5984523.285156250000000,11442.575465220299520
1332,6037113401,8,3,1,2,2,3595104.824218750000000,7641.548536031959884
1333,6037601401,17,5,5,4,3,2283300.679687500000000,6711.689660580649615
1334,6037601211,18,5,5,4,4,845436.386718750000000,3749.488608222990024
1335,6037600201,14,3,4,5,2,854999.558593750000000,4202.163377412130103
1336,6037601002,15,4,4,4,3,920405.390625000000000,4115.865092274890230
1337,6037600100,13,2,4,5,2,1102647.894531250000000,4546.348536763670381
1338,6037601212,16,4,4,4,4,850948.988281250000000,3713.983635470699937
1339,6037600902,16,5,4,5,2,1163157.582031250000000,4932.326226465539548
1340,6037273100,7,2,3,1,1,1709983.503906250000000,5687.771851923260328
1341,6037602004,13,3,5,3,2,859949.246093750000000,3738.165748515470113
1342,6037602003,15,3,5,5,2,910651.132812500000000,3800.043580258579823
1343,6037602103,14,3,5,4,2,1213282.636718750000000,4391.757565753269773
1344,6037301000,14,3,4,3,4,3022358.902343750000000,7762.490743433009811
1345,6037302002,16,3,4,4,5,736921.121093750000000,3545.734670429660127
1346,6037300902,7,2,2,1,2,6447380.875000000000000,13563.783973986699493
1347,6037302103,14,2,3,4,5,806260.035156250000000,3524.921822209790207
1348,6037302301,16,5,5,3,3,1026889.574218750000000,4860.110410014650370
1349,6037302201,18,4,4,5,5,732384.695312500000000,3931.561159940099969
1350,6037302202,15,3,4,3,5,741597.109375000000000,4034.792175242620033
1351,6037311700,9,2,3,2,2,3452496.265625000000000,7691.094749599509669
1352,6037535300,17,5,5,5,2,1564340.722656250000000,6167.867152851130413
1353,6037534502,14,4,4,4,2,842566.734375000000000,5090.440779501170255
1354,6037188300,14,5,4,2,3,1350158.906250000000000,4674.025850585329863
1355,6037532606,19,4,5,5,5,404822.109375000000000,2891.853834335439842
1356,6037532603,18,4,5,5,4,956387.972656250000000,4152.612326732660222
1357,6037532604,20,5,5,5,5,377185.609375000000000,3233.477005024640221
1358,6037532605,19,4,5,5,5,767119.023437500000000,3818.448822451819979
1359,6037534203,19,5,5,5,4,1122806.996093750000000,5393.306880039630414
1360,6037532800,18,4,5,5,4,802475.097656250000000,3693.963386383889883
1361,6037533106,15,2,5,4,4,437975.929687500000000,2949.308227726779933
1362,6037432101,9,2,2,3,2,1713459.757812500000000,5308.334856982020028
1363,6037432402,16,4,3,4,5,2197140.878906250000000,6917.906707436840406
1364,6037432102,8,2,3,2,1,2741953.800781250000000,6863.778360870360302
1365,6037480101,11,3,4,2,2,1656616.320312500000000,5332.936147991359576
1366,6037480012,8,2,2,2,2,1874747.945312500000000,5618.056657527199604
1367,6037480201,7,1,2,1,3,2234454.343750000000000,7053.186520211689640
1368,6037481101,13,2,3,3,5,1293315.941406250000000,4970.354007914390422
1369,6037403402,10,3,3,2,2,2534148.242187500000000,6487.033182567850417
1370,6037403404,8,2,3,2,1,3499710.304687500000000,9258.229655100629316
1371,6037403407,5,1,2,1,1,6908540.511718750000000,13817.042451152399735
1372,6037403703,9,2,2,2,3,3147819.792968750000000,8301.913777192459747
1373,6037403600,8,2,3,2,1,7185825.117187500000000,14025.817838969100194
1374,6037404902,8,1,2,3,2,1020613.109375000000000,4337.575359203789958
1375,6037405400,9,3,2,2,2,1971765.257812500000000,7517.769908819949706
1376,6037554512,8,2,2,1,3,5581482.816406250000000,9733.442045223189780
1377,6037554517,7,1,1,2,3,1910549.214843750000000,5832.845282581440188
1378,6037554515,7,1,1,2,3,1757153.308593750000000,6006.095889661460205
1379,6037500300,7,2,3,1,1,13108917.160156300291419,16616.007852944301703
1380,6037551300,16,3,4,4,5,2225331.082031250000000,6100.802097861060247
1381,6037552800,9,1,2,3,3,1881259.785156250000000,5826.287484024849618
1382,6037552900,11,1,3,3,4,1900159.812500000000000,5870.678584405200127
1383,6037552400,12,4,3,3,2,1354252.933593750000000,5766.076301034669996
1384,6037211500,12,4,4,2,2,1327705.875000000000000,4822.772962997410104
1385,6037212202,19,5,5,5,4,304008.871093750000000,2385.537704089790168
1386,6037212304,17,3,5,4,5,301027.503906250000000,2322.265574097560147
1387,6037212303,20,5,5,5,5,227349.093750000000000,1923.232835929800103
1388,6037212204,20,5,5,5,5,310960.035156250000000,2264.068259297389886
1389,6037212203,20,5,5,5,5,154809.703125000000000,1659.140731633249970
1390,6037212306,19,5,5,4,5,236464.078125000000000,1958.052281098330013
1391,6037212410,15,1,5,4,5,228943.039062500000000,2044.883594629129902
1392,6037212305,19,5,5,5,4,159890.785156250000000,1604.618608807340024
1393,6037212610,17,4,5,3,5,519139.773437500000000,3081.236329960429885
1394,6037213201,20,5,5,5,5,488890.265625000000000,3018.354417806719994
1395,6037212420,18,4,5,4,5,207438.378906250000000,1824.518979513959948
1396,6037212620,18,5,4,4,5,422960.390625000000000,2925.353780251060016
1397,6037212900,17,5,4,4,4,546417.093750000000000,3295.317863217129798
1398,6037212800,14,4,4,3,3,1137396.648437500000000,4320.970850975149915
1399,6037213100,16,5,4,3,4,783080.519531250000000,3868.294078559979880
1400,6037213202,20,5,5,5,5,493355.832031250000000,2996.344788960980168
1401,6037213402,19,5,4,5,5,576624.183593750000000,3057.056967963149873
1402,6037213401,20,5,5,5,5,282336.160156250000000,2326.843079202570152
1403,6037213310,20,5,5,5,5,455902.867187500000000,2881.861005508390008
1404,6037213320,18,5,4,4,5,458685.160156250000000,2892.102261295230164
1405,6037460000,6,1,2,1,2,9907763.613281250000000,16974.289807841301808
1406,6037700200,14,4,5,1,4,1024196.019531250000000,5167.393194405410213
1407,6037221710,19,5,5,4,5,480892.738281250000000,2984.129419287859946
1408,6037553000,10,3,3,3,1,1832418.910156250000000,5991.901922368189844
1409,6037293304,12,4,3,3,2,826519.148437500000000,3646.512027819930154
1410,6037227020,15,2,5,4,4,639578.910156250000000,3374.358875640019960
1411,6037228220,17,3,5,5,4,531408.343750000000000,3349.331194589000006
1412,6037228310,17,3,5,5,4,796225.773437500000000,4141.339496184379641
1413,6037228210,19,4,5,5,5,599752.410156250000000,3381.835742680929798
1414,6037228100,18,4,5,5,4,1468677.476562500000000,5624.650845577660220
1415,6037228420,19,5,5,5,4,404644.054687500000000,2917.972796696049954
1416,6037228320,17,3,4,5,5,492513.046875000000000,3758.212914167069812
1417,6037228410,18,4,5,5,4,407045.597656250000000,2614.114330439129844
1418,6037228500,17,4,4,5,4,654767.734375000000000,3392.383067052150182
1419,6037650605,10,3,3,2,2,704534.351562500000000,3377.418136302800121
1420,6037650604,11,2,3,3,3,749955.691406250000000,3484.080334245839822
1421,6037461501,8,1,1,2,4,1470796.558593750000000,5047.944538180749987
1422,6037267403,13,4,5,2,2,356547.363281250000000,2880.075675948959997
1423,6037265601,8,2,4,1,1,908324.972656250000000,4219.254061559259753
1424,6037239802,16,2,5,5,4,888167.566406250000000,4135.741527989450333
1425,6037239702,16,4,5,5,2,707500.351562500000000,3697.532324383349987
1426,6037264103,10,2,3,2,3,340161.585937500000000,2707.309061112489871
1427,6037262802,6,2,2,1,1,4812891.914062500000000,13957.694127107199165
1428,6037262706,6,1,3,1,1,3290927.890625000000000,7905.886751867449675
1429,6037262604,4,1,1,1,1,8112231.042968750000000,19059.273747350598569
1430,6037262501,7,2,3,1,1,2395304.218750000000000,7292.469357132509685
1431,6037241202,16,4,5,5,2,1694704.453125000000000,5159.353953065449787
1432,6037128601,14,5,2,3,4,999211.585937500000000,5099.289189016029923
1433,6037128102,14,3,2,5,4,950667.496093750000000,3900.103459973669942
1434,6037128101,10,3,2,2,3,950678.441406250000000,3900.126640277239858
1435,6037127806,14,4,2,4,4,1000943.437500000000000,4968.580081827590220
1436,6037127804,10,2,2,4,2,935165.695312500000000,3868.214787691199945
1437,6037127803,16,4,2,5,5,941137.238281250000000,3880.596864531590199
1438,6037127711,11,3,3,3,2,1383729.511718750000000,4995.743746957169606
1439,6037127603,13,3,3,4,3,641685.347656250000000,3592.170859036119964
1440,6037127104,11,4,2,3,2,1040641.500000000000000,4157.984559824049938
1441,6037127103,16,5,2,5,4,419185.699218750000000,2783.253292633460205
1442,6037125502,16,5,5,2,4,766207.257812500000000,3548.735530736770215
1443,6037293302,12,5,3,3,1,1621274.621093750000000,5634.214509011690097
1444,6037670403,4,1,1,1,1,2422975.343750000000000,7089.410177775360353
1445,6037574100,7,2,2,1,2,2671512.402343750000000,7458.876744820840031
1446,6037101210,14,4,1,4,5,951617.898437500000000,4451.778657747019679
1447,6037574400,7,1,1,1,4,4935549.984375000000000,8970.232108251570025
1448,6037576802,10,1,2,2,5,678814.019531250000000,3402.027207602190174
1449,6037576801,12,3,2,2,5,748003.687500000000000,3616.354331575570086
1450,6037576700,11,3,2,1,5,1134092.175781250000000,4364.709772662969954
1451,6037576601,12,3,2,2,5,670598.441406250000000,3859.848311925180042
1452,6037576602,10,3,1,1,5,1487038.796875000000000,14396.954106595299891
1453,6037576501,12,2,2,3,5,420237.511718750000000,2677.364143049880113
1454,6037576503,11,1,2,3,5,452737.066406250000000,2906.469158007159876
1455,6037576200,17,3,4,5,5,1011687.515625000000000,4115.883618401930107
1456,6037576401,15,3,2,5,5,470539.929687500000000,2909.771654540470081
1457,6037576403,16,4,2,5,5,471689.539062500000000,2915.413857287040173
1458,6037294110,13,4,4,3,2,1442545.023437500000000,6159.850422224450085
1459,6037294610,14,3,4,4,3,1188280.027343750000000,4384.359831184189716
1460,6037543604,10,2,4,3,1,3814159.816406250000000,8300.027802717180748
1461,6037576502,11,1,2,3,5,445745.386718750000000,2949.248709190019781
1462,6037294620,15,4,3,5,3,1229365.933593750000000,4638.849299431310101
1463,6037294410,13,5,3,4,1,1215654.898437500000000,4621.004983095000171
1464,6037101110,10,3,1,3,3,1677572.351562500000000,5561.283409617400139
1465,6037294200,13,4,5,3,1,1388799.160156250000000,4733.919203262979863
1466,6037543903,13,4,4,3,2,1976093.562500000000000,7902.854393991249708
1467,6037572202,8,2,2,2,2,2245312.179687500000000,6594.846692296099718
1468,6037543701,7,1,2,3,1,923715.972656250000000,4087.357736671850034
1469,6037113322,5,1,1,1,2,2620120.589843750000000,7416.979697373640192
1470,6037113421,12,4,1,4,3,3229711.589843750000000,7979.551243041119960
1471,6037115201,9,2,1,2,4,2010218.199218750000000,6711.946249845739658
1472,6037115302,11,4,1,4,2,1227526.546875000000000,4639.284881528439655
1473,6037115202,11,5,1,2,3,2552513.242187500000000,6916.848326313769576
1474,6037115101,5,1,1,1,2,5693090.421875000000000,9746.170146581229346
1475,6037117301,6,1,1,2,2,1962628.515625000000000,5975.688606641469960
1476,6037117302,8,2,1,2,3,3006099.687500000000000,9677.446240170280362
1477,6037117404,8,3,1,2,2,2589167.000000000000000,6536.274249154709651
1478,6037115401,10,4,1,3,2,2794118.554687500000000,7533.954484277680422
1479,6037119320,11,2,2,5,2,723096.750000000000000,3448.394008557990219
1480,6037117510,15,4,2,5,4,493523.519531250000000,3012.700845775259950
1481,6037119340,13,1,2,5,5,179191.132812500000000,1710.527492804709937
1482,6037119310,11,1,2,4,4,626489.574218750000000,3707.151734604529793
1483,6037119400,11,2,2,4,3,1644049.328125000000000,5226.658669503060082
1484,6037602105,16,5,5,5,1,925330.621093750000000,3847.934007892949921
1485,6037601600,14,3,5,5,1,1330171.722656250000000,4725.004091824630450
1486,6037601700,16,4,5,5,2,1140602.386718750000000,4665.852296320919777
1487,6037601801,15,4,5,5,1,705001.296875000000000,3875.815705797850114
1488,6037601802,16,4,5,5,2,707581.195312500000000,3881.083116291929855
1489,6037601900,15,4,5,4,2,1015152.648437500000000,4058.389858294980058
1490,6037602104,18,4,5,5,4,1047490.742187500000000,4225.172517594520286
1491,6037600801,11,2,5,3,1,1415922.007812500000000,4891.980001082610215
1492,6037602700,14,4,5,2,3,3628755.605468750000000,7991.767690843799755
1493,6037601100,16,3,5,5,3,934378.261718750000000,3866.642983357230150
1494,6037600601,12,2,5,3,2,939999.019531250000000,3878.035459874709886
1495,6037302104,17,4,4,4,5,838932.835937500000000,4531.404898952609983
1496,6037300901,5,1,1,1,2,10180587.371093800291419,15871.657195682100792
1497,6037320100,8,2,1,3,2,2804322.894531250000000,7961.118513557469669
1498,6037106113,8,3,1,2,2,2118649.304687500000000,7280.011961175579927
1499,6037311802,15,5,3,3,4,1210377.550781250000000,4597.828833569759809
1500,6037302102,14,2,4,3,5,1519083.378906250000000,6750.065715278109565
1501,6037302302,19,5,5,4,5,925872.535156250000000,4444.069316235620136
1502,6037124400,10,1,3,2,4,1428067.164062500000000,4869.661778186939955
1503,6037125200,12,4,4,2,2,1901375.074218750000000,5853.613770754729558
1504,6037124700,9,3,3,1,2,1998518.347656250000000,6580.970740599320379
1505,6037125100,11,3,4,2,2,1901242.203125000000000,5854.022025303460396
1506,6037127102,14,5,2,4,3,1254435.656250000000000,4539.172178645379972
1507,6037534102,18,4,5,5,4,1170174.757812500000000,5437.788995420670290
1508,6037533104,17,2,5,5,5,498447.746093750000000,2831.042693972749930
1509,6037533105,18,4,5,5,4,278100.621093750000000,2132.242711217370015
1510,6037533601,19,5,5,5,4,797312.453125000000000,4492.059907204030424
1511,6037533602,19,5,5,5,4,1018978.402343750000000,5273.636031259309675
1512,6037533501,19,5,5,5,4,614084.300781250000000,3268.004183247489891
1513,6037205120,18,5,5,4,4,2140862.687500000000000,7381.074636793069658
1514,6037533804,15,4,4,4,3,741107.597656250000000,4097.632565083399641
1515,6037460302,9,1,2,2,4,1923830.941406250000000,6522.658109737169980
1516,6037800101,4,1,1,1,1,11848407.812500000000000,20360.290788868198433
1517,6037800102,4,1,1,1,1,77043957.984375000000000,57063.805016982601956
1518,6037800202,4,1,1,1,1,40091238.636718802154064,32759.560593754100410
1519,6037651102,8,2,2,2,2,1215043.800781250000000,5141.594042148640256
1520,6037401704,15,3,4,3,5,2650601.445312500000000,7219.551982850340210
1521,6037408722,8,1,3,2,2,3073117.902343750000000,7953.791008900109773
1522,6037400900,11,4,2,2,3,2875377.375000000000000,7827.271834707719790
1523,6037190700,17,4,5,3,5,939530.539062500000000,4606.195682973800103
1524,6037403801,9,3,2,2,2,2756945.726562500000000,7967.770552044539727
1525,6037405202,14,4,2,4,4,1402040.261718750000000,5025.080724496810035
1526,6037404801,12,2,4,4,2,2032492.417968750000000,6310.108948796420009
1527,6037404903,9,1,2,4,2,792006.218750000000000,3882.129712679619843
1528,6037405201,13,4,2,4,3,1977669.968750000000000,6567.486586112149780
1529,6037405600,10,2,3,2,3,3104664.132812500000000,8785.477274476299499
1530,6037405203,11,3,2,4,2,1049177.027343750000000,5020.169259161119953
1531,6037406200,17,4,4,4,5,2777160.191406250000000,9719.991272878920427
1532,6037501802,10,1,4,2,3,1128544.105468750000000,5141.693045502809582
1533,6037109400,13,3,3,3,4,1887624.273437500000000,6470.625942430539908
1534,6037552602,12,2,2,4,4,1998098.707031250000000,6086.952284618259910
1535,6037552700,11,2,2,3,4,1999743.738281250000000,6061.534065774560077
1536,6037552601,12,2,2,4,4,1037507.382812500000000,4077.962662980659843
1537,6037553100,8,2,1,3,2,3014822.308593750000000,8352.774381532410189
1538,6037554514,10,3,2,2,3,2190733.246093750000000,7995.457214955229574
1539,6037554516,6,1,1,2,2,2117192.585937500000000,7919.058856537840256
1540,6037554600,12,3,3,4,2,1529086.417968750000000,5340.526657789409910
1541,6037554521,13,4,3,2,4,7189249.687500000000000,14178.371639465500266
1542,6037214000,13,5,3,1,4,1475384.691406250000000,4920.676228013259788
1543,6037214100,13,5,3,1,4,1620177.312500000000000,5205.722142431340217
1544,6037214400,10,3,3,1,3,503073.472656250000000,2930.309873244410028
1545,6037214700,11,3,4,1,3,865850.203125000000000,3766.204293126009816
1546,6037214800,14,5,4,1,4,840024.906250000000000,4138.062694572109649
